#Data Set Export - Discharge.Logger@08EE0002,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,
Timestamp (UTC-08:00),Event Timestamp (UTC-08:00),Value (m^3/s)
2016-06-23 13:00:00,,0.3171105280882994
2016-06-23 13:15:00,,0.31753679719110744
2016-06-23 13:30:00,,0.32449437557728916
2016-06-23 13:45:00,,0.327808078742682
2016-06-23 14:00:00,,0.32085362192126915
2016-06-23 14:15:00,,0.3270254586412041
2016-06-23 14:30:00,,0.32704657975952983
2016-06-23 14:45:00,,0.32624385428154523
2016-06-23 15:00:00,,0.3266767450555135
2016-06-23 15:15:00,,0.3238210951868793
2016-06-23 15:30:00,,0.329609645542265
2016-06-23 15:45:00,,0.32427326147180213
2016-06-23 16:00:00,,0.3259377573017619
2016-06-23 16:15:00,,0.3263704275377781
2016-06-23 16:30:00,,0.3259799239260033
2016-06-23 16:45:00,,0.31904665848677255
2016-06-23 17:00:00,,0.31179248086996886
2016-06-23 17:15:00,,0.3110103201971371
2016-06-23 17:30:00,,0.307831024277743
2016-06-23 17:45:00,,0.3042729717733297
2016-06-23 18:00:00,,0.30310545593862803
2016-06-23 18:15:00,,0.3066969011092826
2016-06-23 18:30:00,,0.30991087072093293
2016-06-23 18:45:00,,0.3103318584031935
2016-06-23 19:00:00,,0.3071563394502442
2016-06-23 19:15:00,,0.3039985488307313
2016-06-23 19:30:00,,0.2984999517892046
2016-06-23 19:45:00,,0.2942221080678439
2016-06-23 20:00:00,,0.2946313890597722
2016-06-23 20:15:00,,0.29309561462380557
2016-06-23 20:30:00,,0.29040364206012953
2016-06-23 20:45:00,,0.2881097854349843
2016-06-23 21:00:00,,0.28851442855207393
2016-06-23 21:15:00,,0.28507973851441415
2016-06-23 21:30:00,,0.286248349046931
2016-06-23 21:45:00,,0.2843543083049463
2016-06-23 22:00:00,,0.2805672666277021
2016-06-23 22:15:00,,0.2786937633054876
2016-06-23 22:30:00,,0.2783353605740896
2016-06-23 22:45:00,,0.2783547113317874
2016-06-23 23:00:00,,0.2783740628200332
2016-06-23 23:15:00,,0.2738813897362496
2016-06-23 23:30:00,,0.2739005717243322
2016-06-23 23:45:00,,0.2724245255752589
2016-06-24 00:00:00,,0.27020905394101974
2016-06-24 00:15:00,,0.2728361983692344
2016-06-24 00:30:00,,0.2672829861811111
2016-06-24 00:45:00,,0.26142659930692713
2016-06-24 01:00:00,,0.25708514187875636
2016-06-24 01:15:00,,0.25135178833515304
2016-06-24 01:30:00,,0.24816556779625054
2016-06-24 01:45:00,,0.24324307353863633
2016-06-24 02:00:00,,0.24220931611592966
2016-06-24 02:15:00,,0.2397827152909885
2016-06-24 02:30:00,,0.2349516401495562
2016-06-24 02:45:00,,0.23600385910627447
2016-06-24 03:00:00,,0.2325824420660508
2016-06-24 03:15:00,,0.2305495968222784
2016-06-24 03:30:00,,0.23364648746042616
2016-06-24 03:45:00,,0.2309256127115498
2016-06-24 04:00:00,,0.2319680119481597
2016-06-24 04:15:00,,0.23473081073752686
2016-06-24 04:30:00,,0.23131946164531095
2016-06-24 04:45:00,,0.23407807449629903
2016-06-24 05:00:00,,0.23512816934865352
2016-06-24 05:15:00,,0.23480137773684137
2016-06-24 05:30:00,,0.23413091870050248
2016-06-24 05:45:00,,0.23968430387117018
2016-06-24 06:00:00,,0.23519880118801992
2016-06-24 06:15:00,,0.23867659553265452
2016-06-24 06:30:00,,0.23800014616822932
2016-06-24 06:45:00,,0.24080162484551923
2016-06-24 07:00:00,,0.2390775661378174
2016-06-24 07:15:00,,0.24399034213509263
2016-06-24 07:30:00,,0.24718370861731245
2016-06-24 07:45:00,,0.24933122809962702
2016-06-24 08:00:00,,0.24863853391736937
2016-06-24 08:15:00,,0.24865673468835578
2016-06-24 08:30:00,,0.25009799649391523
2016-06-24 08:45:00,,0.2540525757390937
2016-06-24 09:00:00,,0.25659340875373216
2016-06-24 09:15:00,,0.2555291876702653
2016-06-24 09:30:00,,0.2672256240536791
2016-06-24 09:45:00,,0.26027632090369085
2016-06-24 10:00:00,,0.2577528216647438
2016-06-24 10:15:00,,0.2606779244890501
2016-06-24 10:30:00,,0.2695228705998427
2016-06-24 10:45:00,,0.2781506793836081
2016-06-24 11:00:00,,0.29310465427283827
2016-06-24 11:15:00,,0.30292184353366247
2016-06-24 11:30:00,,0.29392183596216054
2016-06-24 11:45:00,,0.2920003484730968
2016-06-24 12:00:00,,0.2931842656711826
2016-06-24 12:15:00,,0.2951499253955072
2016-06-24 12:30:00,,0.29439073310796593
2016-06-24 12:45:00,,0.2940215026033216
2016-06-24 13:00:00,,0.2917121435819403
2016-06-24 13:15:00,,0.2894126699476309
2016-06-24 13:30:00,,0.28943243517401973
2016-06-24 13:45:00,,0.2875269651962205
2016-06-24 14:00:00,,0.28870100759449424
2016-06-24 14:15:00,,0.29609025075314516
2016-06-24 14:30:00,,0.30121090628500014
2016-06-24 14:45:00,,0.2996565798714083
2016-06-24 15:00:00,,0.29420094879883224
2016-06-24 15:15:00,,0.294220890935054
2016-06-24 15:30:00,,0.29501978779496124
2016-06-24 15:45:00,,0.2942607774096133
2016-06-24 16:00:00,,0.2931143013946143
2016-06-24 16:15:00,,0.2939115661980867
2016-06-24 16:30:00,,0.2900557169642051
2016-06-24 16:45:00,,0.28737897420468894
2016-06-24 17:00:00,,0.28357004373252137
2016-06-24 17:15:00,,0.28168566178261795
2016-06-24 17:30:00,,0.2782954803470972
2016-06-24 17:45:00,,0.2756783546376983
2016-06-24 18:00:00,,0.27120944725152524
2016-06-24 18:15:00,,0.27346769126870524
2016-06-24 18:30:00,,0.2693892015666494
2016-06-24 18:45:00,,0.2690373489514389
2016-06-24 19:00:00,,0.2675756104074471
2016-06-24 19:15:00,,0.2631787843458647
2016-06-24 19:30:00,,0.2610045421766541
2016-06-24 19:45:00,,0.2639495751118544
2016-06-24 20:00:00,,0.2595853284223951
2016-06-24 20:15:00,,0.258877297053976
2016-06-24 20:30:00,,0.25780793766350435
2016-06-24 20:45:00,,0.2571025446552233
2016-06-24 21:00:00,,0.25820746922986443
2016-06-24 21:15:00,,0.2560556692088046
2016-06-24 21:30:00,,0.2531956800054055
2016-06-24 21:45:00,,0.2499967509659253
2016-06-24 22:00:00,,0.2521574814596758
2016-06-24 22:15:00,,0.25038966515289074
2016-06-24 22:30:00,,0.24969537467936306
2016-06-24 22:45:00,,0.24758246454105168
2016-06-24 23:00:00,,0.24196577895734392
2016-06-24 23:15:00,,0.24093497573798958
2016-06-24 23:30:00,,0.23368060691754877
2016-06-24 23:45:00,,0.22789943466204232
2016-06-25 00:00:00,,0.22052949062126984
2016-06-25 00:15:00,,0.21525665748946168
2016-06-25 00:30:00,,0.2113516322273554
2016-06-25 00:45:00,,0.2090985218103067
2016-06-25 01:00:00,,0.20525481947014373
2016-06-25 01:15:00,,0.20303732633882232
2016-06-25 01:30:00,,0.20146604659933132
2016-06-25 01:45:00,,0.20084911540103453
2016-06-25 02:00:00,,0.2069244045666837
2016-06-25 02:15:00,,0.20469711030227605
2016-06-25 02:30:00,,0.20343724050292514
2016-06-25 02:45:00,,0.19996606692971414
2016-06-25 03:00:00,,0.19809367779458278
2016-06-25 03:15:00,,0.20157971259993532
2016-06-25 03:30:00,,0.19875434791601895
2016-06-25 03:45:00,,0.19814194308148042
2016-06-25 04:00:00,,0.1975305643701924
2016-06-25 04:15:00,,0.20101123588352351
2016-06-25 04:30:00,,0.19631088422552304
2016-06-25 04:45:00,,0.19663945357745002
2016-06-25 05:00:00,,0.19447312572155007
2016-06-25 05:15:00,,0.19448905310046463
2016-06-25 05:30:00,,0.19357365204660767
2016-06-25 05:45:00,,0.19296997400163587
2016-06-25 06:00:00,,0.19329549610475577
2016-06-25 06:15:00,,0.1923831532396525
2016-06-25 06:30:00,,0.19178149558971594
2016-06-25 06:45:00,,0.19056549696463698
2016-06-25 07:00:00,,0.19273983576822287
2016-06-25 07:15:00,,0.18967589374507907
2016-06-25 07:30:00,,0.19092034629082283
2016-06-25 07:45:00,,0.19464836584899184
2016-06-25 08:00:00,,0.1962226035540151
2016-06-25 08:15:00,,0.1949913715081729
2016-06-25 08:30:00,,0.1993917488175758
2016-06-25 08:45:00,,0.19814974241782143
2016-06-25 09:00:00,,0.20258848554663872
2016-06-25 09:15:00,,0.20419721253092266
2016-06-25 09:30:00,,0.21358383160953162
2016-06-25 09:45:00,,0.21066801791672365
2016-06-25 10:00:00,,0.21198535589046444
2016-06-25 10:15:00,,0.2129804696754284
2016-06-25 10:30:00,,0.21332390165877302
2016-06-25 10:45:00,,0.21761267100857107
2016-06-25 11:00:00,,0.21994908008877592
2016-06-25 11:15:00,,0.22263341259601102
2016-06-25 11:30:00,,0.22533543663742
2016-06-25 11:45:00,,0.22703969028344612
2016-06-25 12:00:00,,0.23387368469580508
2016-06-25 12:15:00,,0.24608492509123273
2016-06-25 12:30:00,,0.25358127531681407
2016-06-25 12:45:00,,0.2590159930182784
2016-06-25 13:00:00,,0.26231437776936756
2016-06-25 13:15:00,,0.2674797611240183
2016-06-25 13:30:00,,0.2616210215085859
2016-06-25 13:45:00,,0.2605455165767032
2016-06-25 14:00:00,,0.25838313748477476
2016-06-25 14:15:00,,0.2584017222029503
2016-06-25 14:30:00,,0.2540877203603479
2016-06-25 14:45:00,,0.2473272103367673
2016-06-25 15:00:00,,0.24276426109843788
2016-06-25 15:15:00,,0.2389420568715117
2016-06-25 15:30:00,,0.2361877764564866
2016-06-25 15:45:00,,0.2358601856925185
2016-06-25 16:00:00,,0.23449939543642123
2016-06-25 16:15:00,,0.23382940509602956
2016-06-25 16:30:00,,0.2372962259509146
2016-06-25 16:45:00,,0.23696780094930336
2016-06-25 17:00:00,,0.2373317168794178
2016-06-25 17:15:00,,0.23838970483044084
2016-06-25 17:30:00,,0.23529405222809446
2016-06-25 17:45:00,,0.23462282912008167
2016-06-25 18:00:00,,0.2308710286688615
2016-06-25 18:15:00,,0.23088851122537968
2016-06-25 18:30:00,,0.22988363342532148
2016-06-25 18:45:00,,0.2295608216920046
2016-06-25 19:00:00,,0.22821991572217284
2016-06-25 19:15:00,,0.2275597348338066
2016-06-25 19:30:00,,0.2269005923672774
2016-06-25 19:45:00,,0.22321660912988095
2016-06-25 20:00:00,,0.22122872386859757
2016-06-25 20:15:00,,0.2205796104745185
2016-06-25 20:30:00,,0.21629278864028267
2016-06-25 20:45:00,,0.21335688725924465
2016-06-25 21:00:00,,0.20914721383568263
2016-06-25 21:15:00,,0.20275086963658323
2016-06-25 21:30:00,,0.19960119467413612
2016-06-25 21:45:00,,0.2005643398734107
2016-06-25 22:00:00,,0.1990035003622499
2016-06-25 22:15:00,,0.19839067847045838
2016-06-25 22:30:00,,0.1924853632051182
2016-06-25 22:45:00,,0.1915751010187784
2016-06-25 23:00:00,,0.18760562195825045
2016-06-25 23:15:00,,0.18884269106500692
2016-06-25 23:30:00,,0.1894707331177625
2016-06-25 23:45:00,,0.18613158330142265
2016-06-26 00:00:00,,0.18282464979313454
2016-06-26 00:15:00,,0.18525329258317086
2016-06-26 00:30:00,,0.18617824347652484
2016-06-26 00:45:00,,0.18317160100136134
2016-06-26 01:00:00,,0.18288626211636513
2016-06-26 01:15:00,,0.18320243748403842
2016-06-26 01:30:00,,0.18052045555650462
2016-06-26 01:45:00,,0.17934382268423618
2016-06-26 02:00:00,,0.17876468022856634
2016-06-26 02:15:00,,0.17700308599673337
2016-06-26 02:30:00,,0.17790546099981827
2016-06-26 02:45:00,,0.1785134966631368
2016-06-26 03:00:00,,0.1779358128718293
2016-06-26 03:15:00,,0.1764733867390768
2016-06-26 03:30:00,,0.17648849586656556
2016-06-26 03:45:00,,0.1767986185477807
2016-06-26 04:00:00,,0.1744610188466808
2016-06-26 04:15:00,,0.173890499121761
2016-06-26 04:30:00,,0.17478423228128528
2016-06-26 04:45:00,,0.1733359560172227
2016-06-26 05:00:00,,0.1733509186815004
2016-06-26 05:15:00,,0.1730739948113129
2016-06-26 05:30:00,,0.17105311462511139
2016-06-26 05:45:00,,0.1719389082077084
2016-06-26 06:00:00,,0.17050350723546584
2016-06-26 06:15:00,,0.16936284488622302
2016-06-26 06:30:00,,0.17053316672462843
2016-06-26 06:45:00,,0.17083756452057006
2016-06-26 07:00:00,,0.16969568726495904
2016-06-26 07:15:00,,0.16855796731421718
2016-06-26 07:30:00,,0.17117197690252708
2016-06-26 07:45:00,,0.17234906025870067
2016-06-26 08:00:00,,0.17178230424105131
2016-06-26 08:15:00,,0.17267014395499128
2016-06-26 08:30:00,,0.17385280192807773
2016-06-26 08:45:00,,0.1756274768176821
2016-06-26 09:00:00,,0.17682107439750647
2016-06-26 09:15:00,,0.1783154485255894
2016-06-26 09:30:00,,0.18613110870652577
2016-06-26 09:45:00,,0.1843303706468059
2016-06-26 10:00:00,,0.18374253226117518
2016-06-26 10:15:00,,0.18375797622731982
2016-06-26 10:30:00,,0.1892423922983235
2016-06-26 10:45:00,,0.19171682666830206
2016-06-26 11:00:00,,0.1935880848965102
2016-06-26 11:15:00,,0.19640548252979678
2016-06-26 11:30:00,,0.20272568726528
2016-06-26 11:45:00,,0.20529407134688904
2016-06-26 12:00:00,,0.2059512346067916
2016-06-26 12:15:00,,0.20918787950421608
2016-06-26 12:30:00,,0.212778194027495
2016-06-26 12:45:00,,0.21970919863443214
2016-06-26 13:00:00,,0.22913271691154458
2016-06-26 13:15:00,,0.23600061974608255
2016-06-26 13:30:00,,0.2426281689918607
2016-06-26 13:45:00,,0.24440212342038994
2016-06-26 14:00:00,,0.24266409075709205
2016-06-26 14:15:00,,0.2336608619519287
2016-06-26 14:30:00,,0.2350543167290062
2016-06-26 14:45:00,,0.23922604492728852
