#Data Set Export - Stage.Logger@08EE0002,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,
Timestamp (UTC-08:00),Event Timestamp (UTC-08:00),Value (m)
2016-06-23 13:00:00,,0.4112
2016-06-23 13:15:00,,0.41130512419562426
2016-06-23 13:30:00,,0.4130102483912627
2016-06-23 13:45:00,,0.4138153725869012
2016-06-23 14:00:00,,0.41212049678254326
2016-06-23 14:15:00,,0.4136256209781853
2016-06-23 14:30:00,,0.41363074517382376
2016-06-23 14:45:00,,0.41343586936946575
2016-06-23 15:00:00,,0.4135409935651042
2016-06-23 15:15:00,,0.4128461177607427
2016-06-23 15:30:00,,0.4142512419563883
2016-06-23 15:45:00,,0.41295636615202674
2016-06-23 16:00:00,,0.41336149034766523
2016-06-23 16:15:00,,0.41346661454330724
2016-06-23 16:30:00,,0.4133717387389457
2016-06-23 16:45:00,,0.4116768629345878
2016-06-23 17:00:00,,0.4098819871302298
2016-06-23 17:15:00,,0.40968711132586827
2016-06-23 17:30:00,,0.4088922355215067
2016-06-23 17:45:00,,0.40799735971714873
2016-06-23 18:00:00,,0.4077024839127908
2016-06-23 18:15:00,,0.4086076081084292
2016-06-23 18:30:00,,0.40941273230407127
2016-06-23 18:45:00,,0.40951785649970973
2016-06-23 19:00:00,,0.40872298069534824
2016-06-23 19:15:00,,0.4079281048909938
2016-06-23 19:30:00,,0.40653322908663225
2016-06-23 19:45:00,,0.40543835328227074
2016-06-23 20:00:00,,0.40554347747791275
2016-06-23 20:15:00,,0.40514860167355127
2016-06-23 20:30:00,,0.40445372586919326
2016-06-23 20:45:00,,0.4038588500648353
2016-06-23 21:00:00,,0.40396397426047376
2016-06-23 21:15:00,,0.4030690984561122
2016-06-23 21:30:00,,0.40337422265175427
2016-06-23 21:45:00,,0.4028793468473963
2016-06-23 22:00:00,,0.40188447104303476
2016-06-23 22:15:00,,0.4013895952386768
2016-06-23 22:30:00,,0.4012947194343153
2016-06-23 22:45:00,,0.40129984362995375
2016-06-23 23:00:00,,0.40130496782559577
2016-06-23 23:15:00,,0.40011009202123776
2016-06-23 23:30:00,,0.40011521621687623
2016-06-23 23:45:00,,0.3997203404125183
2016-06-24 00:00:00,,0.39912546460815673
2016-06-24 00:15:00,,0.39983058880379524
2016-06-24 00:30:00,,0.3983357129994408
2016-06-24 00:45:00,,0.3967408371950793
2016-06-24 01:00:00,,0.39554596139071774
2016-06-24 01:15:00,,0.3939510855863598
2016-06-24 01:30:00,,0.39305620978199823
2016-06-24 01:45:00,,0.3916613339776403
2016-06-24 02:00:00,,0.3913664581732823
2016-06-24 02:15:00,,0.3906715823689208
2016-06-24 02:30:00,,0.38927670656455926
2016-06-24 02:45:00,,0.38958183076020125
2016-06-24 03:00:00,,0.3885869549558433
2016-06-24 03:15:00,,0.38799207915148176
2016-06-24 03:30:00,,0.3888972033471238
2016-06-24 03:45:00,,0.38810232754276225
2016-06-24 04:00:00,,0.38840745173840074
2016-06-24 04:15:00,,0.38921257593404635
2016-06-24 04:30:00,,0.3882177001296848
2016-06-24 04:45:00,,0.38902282432532326
2016-06-24 05:00:00,,0.3893279485209653
2016-06-24 05:15:00,,0.3892330727166038
2016-06-24 05:30:00,,0.3890381969122458
2016-06-24 05:45:00,,0.3906433211078878
2016-06-24 06:00:00,,0.3893484453035263
2016-06-24 06:15:00,,0.3903535694991648
2016-06-24 06:30:00,,0.39015869369480677
2016-06-24 06:45:00,,0.3909638178904488
2016-06-24 07:00:00,,0.3904689420860873
2016-06-24 07:15:00,,0.3918740662817293
2016-06-24 07:30:00,,0.3927791904773678
2016-06-24 07:45:00,,0.3933843146730063
2016-06-24 08:00:00,,0.3931894388686518
2016-06-24 08:15:00,,0.3931945630642903
2016-06-24 08:30:00,,0.3935996872599288
2016-06-24 08:45:00,,0.3947048114555708
2016-06-24 09:00:00,,0.3954099356512093
2016-06-24 09:15:00,,0.3951150598468513
2016-06-24 09:30:00,,0.3983201840424933
2016-06-24 09:45:00,,0.3964253082381318
2016-06-24 10:00:00,,0.39573043243377026
2016-06-24 10:15:00,,0.3965355566294123
2016-06-24 10:30:00,,0.39894068082505435
2016-06-24 10:45:00,,0.4012458050206928
2016-06-24 11:00:00,,0.40515092921633483
2016-06-24 11:15:00,,0.4076560534119733
2016-06-24 11:30:00,,0.40536117760761176
2016-06-24 11:45:00,,0.4048663018032538
2016-06-24 12:00:00,,0.40517142599889583
2016-06-24 12:15:00,,0.4056765501945343
2016-06-24 12:30:00,,0.40548167439017635
2016-06-24 12:45:00,,0.4053867985858148
2016-06-24 13:00:00,,0.40479192278145326
2016-06-24 13:15:00,,0.40419704697709885
2016-06-24 13:30:00,,0.4042021711727373
2016-06-24 13:45:00,,0.4037072953683758
2016-06-24 14:00:00,,0.40401241956401784
2016-06-24 14:15:00,,0.4059175437596563
2016-06-24 14:30:00,,0.4072226679552983
2016-06-24 14:45:00,,0.40682779215094034
2016-06-24 15:00:00,,0.4054329163465788
2016-06-24 15:15:00,,0.40543804054221727
2016-06-24 15:30:00,,0.40564316473785933
2016-06-24 15:45:00,,0.4054482889335013
2016-06-24 16:00:00,,0.4051534131291398
2016-06-24 16:15:00,,0.40535853732478183
2016-06-24 16:30:00,,0.4043636615204203
2016-06-24 16:45:00,,0.4036687857160588
2016-06-24 17:00:00,,0.4026739099117044
2016-06-24 17:15:00,,0.40217903410734285
2016-06-24 17:30:00,,0.4012841583029813
2016-06-24 17:45:00,,0.40058928249862336
2016-06-24 18:00:00,,0.3993944066942618
2016-06-24 18:15:00,,0.3999995308899038
2016-06-24 18:30:00,,0.39890465508554585
2016-06-24 18:45:00,,0.39880977928118433
2016-06-24 19:00:00,,0.3984149034768228
2016-06-24 19:15:00,,0.39722002767246484
2016-06-24 19:30:00,,0.3966251518681069
2016-06-24 19:45:00,,0.3974302760637453
2016-06-24 20:00:00,,0.39623540025938736
2016-06-24 20:15:00,,0.3960405244550258
2016-06-24 20:30:00,,0.3957456486506643
2016-06-24 20:45:00,,0.39555077284630985
2016-06-24 21:00:00,,0.39585589704194835
2016-06-24 21:15:00,,0.39526102123758683
2016-06-24 21:30:00,,0.39446614543322883
2016-06-24 21:45:00,,0.39357126962886735
2016-06-24 22:00:00,,0.39417639382450936
2016-06-24 22:15:00,,0.3936815180201514
2016-06-24 22:30:00,,0.39348664221578983
2016-06-24 22:45:00,,0.3928917664114283
2016-06-24 23:00:00,,0.39129689060707035
2016-06-24 23:15:00,,0.39100201480271235
2016-06-24 23:30:00,,0.38890713899835083
2016-06-24 23:45:00,,0.3872122631939929
2016-06-25 00:00:00,,0.3850173873896313
2016-06-25 00:15:00,,0.3834225115852698
2016-06-25 00:30:00,,0.3822276357809154
2016-06-25 00:45:00,,0.3815327599765539
2016-06-25 01:00:00,,0.38033788417219233
2016-06-25 01:15:00,,0.3796430083678344
2016-06-25 01:30:00,,0.37914813256347285
2016-06-25 01:45:00,,0.3789532567591113
2016-06-25 02:00:00,,0.3808583809547569
2016-06-25 02:15:00,,0.3801635051503954
2016-06-25 02:30:00,,0.37976862934603384
2016-06-25 02:45:00,,0.3786737535416759
2016-06-25 03:00:00,,0.37807887773731436
2016-06-25 03:15:00,,0.37918400193295637
2016-06-25 03:30:00,,0.3782891261285984
2016-06-25 03:45:00,,0.3780942503242369
2016-06-25 04:00:00,,0.3778993745198753
2016-06-25 04:15:00,,0.37900449871551734
2016-06-25 04:30:00,,0.37750962291115936
2016-06-25 04:45:00,,0.3776147471067979
2016-06-25 05:00:00,,0.37691987130243987
2016-06-25 05:15:00,,0.37692499549807834
2016-06-25 05:30:00,,0.37663011969371685
2016-06-25 05:45:00,,0.3764352438893624
2016-06-25 06:00:00,,0.37654036808500085
2016-06-25 06:15:00,,0.37624549228063936
2016-06-25 06:30:00,,0.37605061647628135
2016-06-25 06:45:00,,0.37565574067191987
2016-06-25 07:00:00,,0.3763608648675619
2016-06-25 07:15:00,,0.3753659890632039
2016-06-25 07:30:00,,0.3757711132588424
2016-06-25 07:45:00,,0.37697623745448083
2016-06-25 08:00:00,,0.37748136165012286
2016-06-25 08:15:00,,0.3770864858457649
2016-06-25 08:30:00,,0.37849161004140336
2016-06-25 08:45:00,,0.3780967342370454
2016-06-25 09:00:00,,0.37950185843268386
2016-06-25 09:15:00,,0.38000698262832233
2016-06-25 09:30:00,,0.3829121068239679
2016-06-25 09:45:00,,0.3820172310196064
2016-06-25 10:00:00,,0.38242235521524487
2016-06-25 10:15:00,,0.38272747941088686
2016-06-25 10:30:00,,0.3828326036065254
2016-06-25 10:45:00,,0.3841377278021674
2016-06-25 11:00:00,,0.38484285199780943
2016-06-25 11:15:00,,0.3856479761934479
2016-06-25 11:30:00,,0.38645310038908637
